epoch,entropy_loss,policy_gradient_loss,value_loss,approx_kl,clip_fraction,loss,explained_variance,n_updates,clip_range
9,-2.800662425160408,-0.0015884590255154,8.54670298025012,0.0054326695,0.040704345703125,5.191742897033691,-0.0057122707366943,10,0.2
9,-2.736658748611808,-0.002147838838573,12.746128638088702,0.0053558414801955,0.050494384765625,6.355294704437256,0.3318227529525757,20,0.2
9,-2.676849504560232,-0.0009468688891502,11.695358331501485,0.0075818812474608,0.06710205078125,6.306245803833008,0.3567070960998535,30,0.2
9,-2.635842769220472,-0.0010269084847095,12.4674790635705,0.0049668117426335,0.085003662109375,6.607552528381348,0.3342408537864685,40,0.2
9,-2.5752114415168763,-0.0014273183194745,16.820691131055355,0.0148933138698339,0.11177978515625,7.935231208801269,0.3475649952888489,50,0.2
9,-2.512321013212204,-0.0017063731647795,20.493258234858512,0.006562715396285,0.08935546875,10.79202938079834,0.3926985263824463,60,0.2
9,-2.466126814112067,0.0011890006753674,24.55104582160711,0.0108735486865043,0.123883056640625,10.51576805114746,0.4074270129203796,70,0.2
9,-2.409282282739878,-0.0006054584489902,26.225202590227127,0.0169358644634485,0.1041259765625,12.560535430908203,0.4151821136474609,80,0.2
9,-2.355348363518715,-0.0022011577206285,22.68281321525573,0.0084707485511899,0.09139404296875,9.463912963867188,0.4490138292312622,90,0.2
9,-2.309421514719725,-0.0003259190460084,26.062583047151566,0.0096439737826585,0.110906982421875,14.916760444641112,0.4784156680107116,100,0.2
9,-2.254402684420348,0.0013593376068456,24.57618864476681,0.0093960985541343,0.11654052734375,15.378632545471191,0.4210339188575744,110,0.2
9,-2.1870021943002937,0.0002688943535758,25.079048222303392,0.0099538303911685,0.13135986328125,14.131425857543944,0.4594236016273498,120,0.2
9,-2.1419601548463105,0.0006999921752139,23.9657429471612,0.0109998462721705,0.13460693359375,13.157633781433104,0.4976692795753479,130,0.2
9,-2.0827094417065384,-7.116867345757782e-05,27.253241482377053,0.0093959979712963,0.126214599609375,13.894433975219728,0.4705250263214111,140,0.2
9,-2.0207488272339105,-0.0016913641600694,28.862417128682136,0.0115704871714115,0.12447509765625,12.783730506896973,0.4982928037643432,150,0.2
9,-1.9767167186364527,-0.0012811285127099,26.31479592323303,0.0107407225295901,0.10975341796875,9.36186408996582,0.5328226983547211,160,0.2
9,-1.9181294683367007,0.0017350233771139,28.8368848502636,0.0145969688892364,0.132257080078125,15.499051094055176,0.4927387237548828,170,0.2
9,-1.8765310106799007,0.0016879673319635,31.647551372647285,0.0110197607427835,0.13028564453125,14.328453063964844,0.5364992022514343,180,0.2
9,-1.8201516130939128,0.0009847365017776,31.02653758227825,0.0110059138387441,0.146722412109375,14.218562126159668,0.536352127790451,190,0.2
9,-1.7678286056965589,0.0030632766160124,30.686178696155547,0.0106572043150663,0.156829833984375,13.381380081176758,0.5336112380027771,200,0.2
9,-1.7273176787421107,0.0057836778221826,29.100910991430283,0.0161937586963176,0.16910400390625,13.36856460571289,0.5631731152534485,210,0.2
9,-1.6787456829100846,0.0017321728068054,29.326466315984725,0.0106927910819649,0.1607666015625,12.189126968383787,0.564395010471344,220,0.2
9,-1.628247627057135,0.0012104131223168,32.51993066072464,0.0163067989051342,0.15560302734375,17.529577255249023,0.5613164901733398,230,0.2
9,-1.5742541421204803,0.0035385667084483,29.2324501991272,0.0104165887460112,0.157708740234375,16.08689308166504,0.5516192317008972,240,0.2
9,-1.5512291487306356,6.411367467080708e-05,29.035242500901223,0.0076203262433409,0.11658935546875,11.604716300964355,0.5766797065734863,250,0.2
9,-1.4973069513216617,0.0019039864688238,28.65404331088066,0.0189500823616981,0.148809814453125,15.069168090820312,0.5503463447093964,260,0.2
9,-1.439320809952915,0.000776989836595,31.59082089662552,0.0143272560089826,0.139556884765625,19.814329147338867,0.5649985074996948,270,0.2
9,-1.3916682699695229,0.0006034936493961,28.253452372550964,0.0108682569116353,0.124462890625,16.408340454101562,0.5663261115550995,280,0.2
9,-1.35766046307981,0.0001922137264045,30.443458011746408,0.0119775049388408,0.12694091796875,15.568224906921388,0.5644554793834686,290,0.2
9,-1.3081615056842566,0.0010504775949812,27.108683416247366,0.0133149661123752,0.15125732421875,13.973858833312988,0.5849112868309021,300,0.2
9,-1.255412866175175,0.0011600264049775,28.20967654883861,0.0088734216988086,0.13507080078125,12.77028465270996,0.5593369603157043,310,0.2
9,-1.2085486186668275,0.0009430542624613,27.767169830203056,0.0100571867078542,0.15343017578125,16.06856918334961,0.566441148519516,320,0.2
9,-1.1619396103546022,9.354059875477104e-05,26.02754364311695,0.010814843699336,0.135540771484375,11.182366371154783,0.5605266094207764,330,0.2
9,-1.1168726364150643,0.0010116730540175,26.88734539747238,0.0134480483829975,0.1462646484375,13.993975639343262,0.5731149017810822,340,0.2
9,-1.07320250608027,-0.0014405892281502,29.23620073497296,0.0131486309692263,0.120220947265625,13.40788745880127,0.5673262178897858,350,0.2
9,-1.0172551927156743,0.0007249382921145,26.107207968831062,0.0112975258380174,0.135333251953125,12.899962425231934,0.5919985175132751,360,0.2
9,-0.98874169876799,0.001000487418787,25.432083210349084,0.0093824062496423,0.11884765625,14.010024070739746,0.5850453674793243,370,0.2
9,-0.9560486217960716,0.0011298571240331,28.05923148989677,0.0128962956368923,0.120880126953125,13.38841152191162,0.6031002104282379,380,0.2
9,-0.930420998763293,-0.0003457474223978,33.5878227353096,0.0127733144909143,0.133135986328125,17.725570678710938,0.5792833268642426,390,0.2
9,-0.8944138544611633,-0.00057104874395,34.33434848487377,0.007843354716897,0.10416259765625,16.13036346435547,0.5857102870941162,400,0.2
9,-0.8501800956204534,-2.050983457593248e-05,35.30206587910652,0.0115020759403705,0.118402099609375,18.11800575256348,0.5869224965572357,410,0.2
9,-0.79775261413306,-0.0009128019180934,27.36594372391701,0.0109521010890603,0.1178466796875,14.07455825805664,0.5955206155776978,420,0.2
9,-0.7477685874328017,-0.0002521834852814,31.756604424119,0.0191458333283662,0.12552490234375,14.815999031066896,0.6035949885845184,430,0.2
9,-0.7141641702502965,-0.0022818199333414,36.29985783100128,0.0089143812656402,0.108355712890625,16.07220458984375,0.5971311330795288,440,0.2
9,-0.6778701603412628,0.0007138921209843,44.67144493162632,0.0099703446030616,0.114947509765625,20.01564598083496,0.5779075622558594,450,0.2
9,-0.635042423568666,-0.0008314478407555,36.32824740409851,0.0098113156855106,0.11353759765625,18.6010684967041,0.5830448269844055,460,0.2
9,-0.5937434758991003,0.0030856909928843,32.62938803434372,0.0136988591402769,0.139776611328125,22.861846923828125,0.5667963624000549,470,0.2
9,-0.5740548836067318,0.0006761142150935,31.77731555998325,0.0103377699851989,0.124981689453125,13.664222717285156,0.5902983546257019,480,0.2
9,-0.5255562448874116,-0.0016860779254784,35.28303700685501,0.0153107931837439,0.141021728515625,17.017065048217773,0.6079310178756714,490,0.2
9,-0.5018889894708991,-5.994038874632679e-05,30.72482242882252,0.0152897108346223,0.140087890625,11.18771743774414,0.6149738729000092,500,0.2
9,-0.4725257374346256,-0.0020062106850673,32.78548911213875,0.0120738502591848,0.139166259765625,15.326586723327637,0.5911749601364136,510,0.2
9,-0.4320240320637822,0.002082148673071,29.92199544608593,0.0126217156648635,0.14698486328125,11.796197891235352,0.5981425642967224,520,0.2
9,-0.3982362950220704,0.0008668091941217,32.12127224802971,0.0114124696701765,0.13533935546875,13.79561996459961,0.5994302332401276,530,0.2
9,-0.3611702214926481,0.0006695785952615,29.496186369657515,0.0143294679000973,0.151324462890625,14.098566055297852,0.5797519385814667,540,0.2
9,-0.3258733449503779,-0.0017106753977714,26.658694341778755,0.0201814193278551,0.15767822265625,13.417852401733398,0.6451898217201233,550,0.2
9,-0.2939237819984555,0.0011295186028291,26.175754922628403,0.0162580702453851,0.1673095703125,15.099397659301758,0.6364307105541229,560,0.2
9,-0.254280100017786,0.0005076811379694,29.346376717090607,0.0144094293937087,0.1642578125,17.260347366333008,0.620077520608902,570,0.2
9,-0.2043032428249716,-0.0005112739585456,33.50195148587227,0.0230476632714271,0.16529541015625,13.488011360168455,0.6127476692199707,580,0.2
9,-0.183166486211121,0.0017988937386689,35.13970276713371,0.0107053443789482,0.159161376953125,14.747672080993652,0.6165912747383118,590,0.2
9,-0.1465716481208801,-0.0012901911904918,34.51314605474472,0.0111699607223272,0.147174072265625,17.643030166625977,0.5938141942024231,600,0.2
9,-0.1223458588123321,0.0076678196091961,34.704176145792005,0.0143008753657341,0.186529541015625,13.958980560302734,0.5562026798725128,610,0.2
9,-0.0613902365788817,0.0011305193522275,33.32772575318813,0.0130543634295463,0.167657470703125,15.33660888671875,0.5903290212154388,620,0.2
9,-0.0246925760060548,0.0023851221776567,35.204414886236194,0.0196053609251976,0.156756591796875,19.99869537353516,0.6077097654342651,630,0.2
9,0.0001198522746562,0.0011172501104738,35.35508958101273,0.0124671701341867,0.135760498046875,18.481170654296875,0.5783533751964569,640,0.2
9,0.0319185748696327,0.0012786910414433,35.86617014706135,0.0156414993107318,0.1421875,17.843090057373047,0.5826381742954254,650,0.2
9,0.0454647939652204,0.0003131429599307,38.17591699361801,0.0110495015978813,0.127410888671875,18.165212631225582,0.5989488661289215,660,0.2
